ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
7005710346,005318486P,Clôturée,6810050066,Clôture automatique,2021-01-16 01:00:00,2021-01-19 01:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,FVA KO - JE FAIS ENVOI CA 0 CIE ADV POUR IDENTIFIER PLAQUE,NULL,NULL,N,N,NULL,O,N,
4005921701,005514250B,Clôturée,7810054667,Clôture automatique,2021-04-16 02:00:00,2021-04-21 02:00:00,LE LAMENTIN,12,Accident de la circulation,Deux véhicules,Privé,NULL,soc se fait percuter a l arriere                                                                                                                                                                                                                                                                                                                                                                                          ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
8005291119,004929660C,Clôturée,7810046187,Clôture automatique,2020-07-24 02:00:00,2020-07-24 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé,NULL,soc s arrete et vtm adverse la huerte à l arriere . constat        cosigne . sur le ca soc a coché la case 6  s engagé dans un rond   pond . je lui explique que sa rctt . je lui propose de voir avec   adv pour refaire ca . me dit ok va appeler adv pour faire annule etremplace,NULL,NULL,N,O,NULL,O,N,
8006326115,005892979N,Clôturée,5810054665,Clôture automatique,2021-09-24 02:00:00,2021-09-24 02:00:00,NULL,13,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,retour BOUSSOLE cas 51 F,NULL,NULL,N,N,NULL,O,N,
6005838565,005437612Z,En Cours de Gestion,7810046187,NULL,2021-03-12 01:00:00,2021-03-15 01:00:00,AIX EN PROVENCE,16,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,-mail au soc pour informer rc nulle car projeté sur veh devant     mais franchise à charge car pas de recours possible vu que veh     dernier de file pas identifié,NULL,NULL,N,N,NULL,O,N,
6005617208,005231666V,Clôturée,9810050069,Clôture automatique,2020-12-02 01:00:00,2020-12-08 01:00:00,ANTIBES,11,Accident de la circulation,Deux véhicules,Privé,NULL,expert dde si adresse mail soc lui reponds que non,NULL,NULL,N,N,NULL,O,N,
6004662283,004342966S,Clôturée,6810050066,Clôture automatique,2019-10-24 02:00:00,2019-10-25 02:00:00,PESSAC,18,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,ie ca par mail a expert,NULL,NULL,N,O,NULL,O,N,
6006064796,005647751L,En Cours de Gestion,8810054128,NULL,2021-06-20 02:00:00,2021-06-20 02:00:00,SENLIS,02,Incendie ou explosion,Incendie par communication,NULL,NULL,"veh stationné à coté de sociétaire prend feu et endommage le veh   de notre assuré, depot de plainte et constat avec adv                                                                                                                                                                                                                                                                                                  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
0005144557,004794489C,Clôturée,1810048241,Clôture automatique,2020-05-15 02:00:00,2020-05-28 02:00:00,NULL,11,Accident de la circulation,Deux véhicules,Privé,NULL,RC nulle pas de fr                                                                                                                    garage non agréé / exp 02/06                                                                                                          ACR envoyé                                                         IBAN  vérifié ok                                                                                                                      soc avait transmis le CA par courrier il y a 10 jours doit etre    en route ( soc a gardé une copie),NULL,NULL,N,N,NULL,O,N,
8006767139,006304578D,Clôturée,4810048594,Clôture automatique,2022-03-21 01:00:00,2022-03-21 01:00:00,NULL,14,Accident de la circulation,Deux véhicules,NULL,NULL,TRAITEMENT LISTING : MEVO A SOC POUR L INFORMER QU EN L ABSENCE    DE RETOUR DE SA PART JE CLOTURE                                    SI REVIENT VERS NOUS REOUVERTURE OK,NULL,NULL,N,N,NULL,N,N,
8005652789,005264699A,Clôturée,0810048160,Clôture automatique,2020-12-24 01:00:00,2020-12-26 01:00:00,TOURS,10,Accident de la circulation,Deux véhicules,Privé,NULL,Soc avisé que l on attend le constat pour ouvrir son dossier et    mettre en place une expertise.                                     Lui précise que nous reviendrons vers lui dès réception du CA,NULL,NULL,N,N,NULL,O,N,
0005528358,005149665N,Clôturée,6810050066,Clôture automatique,2020-10-26 01:00:00,2020-10-26 01:00:00,TOUROUZELLE,09,Accident de la circulation,Deux véhicules,NULL,NULL,soc ns rappelle pr num de ct adv pr débloquer la pec,NULL,NULL,N,O,NULL,O,N,
5005911675,005504916F,En Cours de Gestion,7810054667,NULL,2021-04-16 02:00:00,2021-04-16 02:00:00,CANNES,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"tel du soc, quid du rgt de la facture complémentaire               en attente RE annule et remplace expert",NULL,NULL,N,O,NULL,O,N,
5006212939,005786815T,Clôturée,1810049441,Clôture automatique,2021-08-11 02:00:00,2021-08-11 02:00:00,LANCIEUX,11,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc sur parking a l arret et adv recule dans vtm soc               constat cosigné.. pas de police . pas de blesse                    dommages avant droit ..                                                                                                                                                                                                                                                             ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
8006326115,005892979N,Clôturée,5810054665,Clôture automatique,2021-09-24 02:00:00,2021-09-24 02:00:00,NULL,13,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,mise en place garage et expert,NULL,NULL,N,N,NULL,O,N,
6006523649,006078226U,Clôturée,9810050069,Clôture automatique,2021-12-10 01:00:00,2021-12-10 01:00:00,ST MAIXENT L ECOLE,10,Accident de la circulation,Deux véhicules,NULL,NULL,****A LIRE****                                                     Soc demande geste co sur franchise                                 OK pour geste co 50% soit 194€ mais sous réserve de recevoir le    témoignage - soc OK,NULL,NULL,N,N,NULL,O,N,
5007889396,007357485T,Clôturée,7810046187,Clôture automatique,2023-06-12 02:00:00,2023-06-12 02:00:00,ST JEAN DE LA RUELLE,12,Accident de la circulation,Deux véhicules,Privé,NULL,"soc heurté à l'arrière. pas de blessé, pas de police, veh roulant. constat cosigné                                                                                                                                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,O,NULL,O,N,
6006975828,006499681X,En Cours de Gestion,4810048594,NULL,2022-06-02 02:00:00,2022-06-10 02:00:00,BERGERAC,06,Evénements naturels,Grêle,NULL,Divers,acr envoyé par mail - garage agrée N1,NULL,NULL,N,N,NULL,O,N,
9007752329,007228588M,En Cours de Gestion,4810048594,NULL,2023-04-14 02:00:00,2023-04-14 02:00:00,NULL,14,Accident de la circulation,Accident en chaîne,Privé,NULL,Appel de la soc : enregistrement garage agrée N2,NULL,NULL,N,N,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,"Reçu RPV mais manque                                               - récépissé de déclaration (pv)                                    - justificatif de paiement (débit du chq)                                                                                             A réception, faire offre à soc                                     33590 eur - franchise 388 eur = 33 202 eur",NULL,NULL,N,N,NULL,O,O,2023-06-23
6007889991,007358051H,En Cours de Gestion,1810049441,NULL,2023-06-10 02:00:00,2023-06-12 02:00:00,NANTES,02,Accident de la circulation,Deux véhicules,Privé,NULL,RC TT avec impact avantage bon conducteur                          Fva OK                                                             Soc va nous adresser le constat par la MS,NULL,NULL,N,O,NULL,N,N,
4006484866,006041789N,Clôturée,9810049849,Clôture automatique,2021-11-18 01:00:00,2021-11-25 01:00:00,NULL,07,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,CONSTAT CO SIGNE ACC DE MEME SENS ET MEME FILE SOC SE FAIT HEURTE AL ARRIERE                                                                                                                                                                                                ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
3005358938,004992619L,Clôturée,4810048594,Clôture automatique,2020-08-20 02:00:00,2020-08-21 02:00:00,TOULOUSE,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc tourne a gauche et tiers recule                                ca contresigné                                                                                                                                                                                                                                                                                                                                         ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
